iter	PRAUC	Logloss
159	0.9056771586	0.02518394267
160	0.9059036963	0.02508922588
161	0.9059051132	0.02503711645
162	0.9058962979	0.02494352134
163	0.9062120245	0.02478958693
164	0.9061419577	0.02474650917
165	0.9061827594	0.02469255427
166	0.9065981751	0.02457537335
167	0.9065665007	0.02449476298
168	0.9066180273	0.0244447598
169	0.9067988926	0.02434488028
170	0.9069056136	0.02431015037
171	0.9069718143	0.02420711921
172	0.9071577734	0.02409687533
173	0.9075086758	0.02401607472
174	0.9075165065	0.02394894295
175	0.9076983158	0.02385209492
176	0.9078332561	0.02379077756
177	0.9078877612	0.02374490815
178	0.9079137068	0.0236640862
179	0.9080177611	0.02360976816
180	0.9080862037	0.02352286304
181	0.908312193	0.02346806179
182	0.9083697652	0.02339671407
183	0.9086565022	0.02328834718
184	0.9087699752	0.02320598741
185	0.9091722726	0.02314304673
186	0.9092671129	0.0231076492
187	0.9094546563	0.02304831089
188	0.9095939382	0.02301601931
189	0.9098742174	0.02286275118
190	0.9100717932	0.02281247834
191	0.910058398	0.02276816398
192	0.9101515436	0.02272801814
193	0.9102173072	0.02270021624
194	0.9104929956	0.02263566508
195	0.9105686403	0.02260546293
196	0.9108294943	0.02257675871
197	0.911029527	0.02250882737
198	0.9110307383	0.02248768217
199	0.911057834	0.02243257733
200	0.9112389301	0.0223744634
201	0.9113115527	0.02233870138
202	0.9113859957	0.02227141513
203	0.9114967117	0.02221006195
204	0.9116123725	0.02218684284
205	0.9116609119	0.02214267696
206	0.9118968534	0.02212099238
207	0.9121403593	0.02206500859
208	0.9123391163	0.0220196355
209	0.9125007732	0.02196759374
210	0.9125534071	0.02192788732
211	0.9126512395	0.02188252998
212	0.9127696804	0.02182253525
213	0.9129130156	0.02176085287
214	0.9129551667	0.02173091378
215	0.9130477662	0.02169274414
216	0.9131447579	0.02165578094
217	0.9132312901	0.02162067593
218	0.9133548343	0.02155872946
219	0.9133558366	0.02152833648
220	0.9134758581	0.02149086703
221	0.9135627401	0.02146121305
222	0.9136259033	0.02144087664
223	0.9137120156	0.02139985449
224	0.9139258386	0.02136737315
225	0.9140788975	0.0212908396
226	0.9142495765	0.0212479035
227	0.9143978123	0.02121203796
228	0.9145066137	0.02119399175
229	0.9145892424	0.02117891506
230	0.9146896819	0.02115570726
231	0.9148008273	0.02113098196
232	0.9149462247	0.02111056324
233	0.9151732239	0.02107188491
234	0.9152941203	0.02103275525
235	0.9154223892	0.02100135456
236	0.9156013798	0.02096505685
237	0.9156138908	0.02095586659
238	0.9156817625	0.02093317898
239	0.9158153511	0.02089492369
240	0.915863764	0.02085411246
241	0.9159564139	0.02083440315
242	0.9161509361	0.02080828563
243	0.9163564579	0.02076830544
244	0.9164683129	0.02073265283
245	0.9164371686	0.02071052408
246	0.916487478	0.0206661439
247	0.9166000001	0.02064545635
248	0.9166688064	0.02060551731
249	0.9171578915	0.02054670164
250	0.9173640629	0.02051104785
251	0.9175190237	0.0204798789
252	0.9177082264	0.02046162542
253	0.9177508634	0.02043969254
254	0.9178098669	0.02039604743
255	0.9179133745	0.02035983548
256	0.9181872243	0.02030766709
257	0.9182466288	0.02028072793
258	0.9184065913	0.02024658954
259	0.9184818431	0.02021950723
260	0.9185315507	0.02019337539
261	0.9185389976	0.02016687977
262	0.9185296289	0.0201487212
263	0.9186513708	0.02011906663
264	0.918803574	0.0201005866
265	0.9189558039	0.02008266461
266	0.9190695457	0.02005830836
267	0.9191901452	0.02002261489
268	0.9193290316	0.01999843264
269	0.9194110052	0.01998200757
270	0.9194906206	0.01995805686
271	0.9196703099	0.01992169683
272	0.9197839476	0.01990360695
273	0.9200623794	0.01987140365
274	0.920129007	0.01984855616
275	0.9202181004	0.01983771282
276	0.9203622324	0.01982364185
277	0.9204735525	0.01980594177
278	0.9207183368	0.01977883917
279	0.9208050462	0.01974516595
280	0.9209609303	0.0197304032
281	0.9209649734	0.01972300525
282	0.9210370032	0.01968350948
283	0.9212135894	0.01966600448
284	0.9212880549	0.01963462553
285	0.9215297165	0.01961363617
286	0.9216715615	0.01959334343
287	0.9217167881	0.01956908404
288	0.9217989461	0.01956209558
289	0.9218637483	0.01953698765
290	0.9220448011	0.01951699627
291	0.9220681031	0.01950753286
292	0.9222235988	0.01948876294
293	0.9224165051	0.01946076029
294	0.9225944258	0.01944282847
295	0.9227562614	0.01942891523
296	0.9228203249	0.01940398177
297	0.9229762989	0.01938309461
298	0.9230936567	0.01936418293
299	0.923234453	0.01935256241
300	0.9232306317	0.01933507787
301	0.9233360793	0.01931745805
302	0.9234832527	0.01930417649
303	0.9235789105	0.01928368916
304	0.9236921982	0.01925333735
305	0.9238624132	0.01922416916
306	0.9239095693	0.01921285732
307	0.9239949603	0.01919941423
308	0.9241287818	0.01918480656
309	0.9242729312	0.01915668247
310	0.9243234659	0.01913394934
311	0.9244203722	0.01911580262
312	0.9245516083	0.01909914358
313	0.924656106	0.01908990913
314	0.9248426179	0.01907341391
315	0.9249157647	0.01906298237
316	0.9249727141	0.01903725346
317	0.9250171571	0.01902970797
318	0.9251357921	0.01899582606
319	0.9252250635	0.018988614
320	0.9253603505	0.01895679566
321	0.9254662421	0.01893397649
322	0.925636154	0.0189059443
323	0.9258037117	0.01888111221
324	0.9258563874	0.01886786983
325	0.9259100701	0.01884808899
326	0.9259232226	0.01883551005
327	0.9259437892	0.01882357956
328	0.9260268489	0.01881329456
329	0.926245649	0.01879151071
330	0.9262756536	0.01877783977
331	0.9262939409	0.01876803254
332	0.9263249003	0.01875228472
333	0.9264256295	0.01874351298
334	0.9264918767	0.01873564919
335	0.9265403555	0.01872288046
336	0.9267054761	0.0187074436
337	0.9266526306	0.01868787357
338	0.9268017578	0.01867298456
339	0.9269282731	0.01865991679
340	0.9270312872	0.01863439643
341	0.9270457146	0.0186280408
342	0.9271613554	0.01861446942
343	0.9271872658	0.01860209213
344	0.927262872	0.01858385511
345	0.9273513578	0.01856824281
346	0.9274298373	0.01855519863
347	0.9275983385	0.01853812452
348	0.9277031987	0.01852754079
349	0.9277373249	0.01852319038
350	0.9277508238	0.01850899339
351	0.9278239088	0.01849461367
352	0.9279112619	0.01848264869
353	0.9280035731	0.0184705465
354	0.9281221538	0.01844426051
355	0.9282069951	0.01841758296
356	0.9282957698	0.01839789531
357	0.9283510579	0.01839037646
358	0.9284524289	0.01837642105
359	0.9285173396	0.0183532345
360	0.9286719856	0.0183358259
361	0.9287297351	0.01832772964
362	0.9288043699	0.0183117278
363	0.9288710454	0.01830252725
364	0.9288945668	0.01828725648
365	0.9289653948	0.01826650601
366	0.929069136	0.01825623312
367	0.9291312415	0.01825075845
368	0.9292257404	0.01824015515
369	0.9293093797	0.01820914314
370	0.9293909884	0.01819821977
371	0.9295225567	0.01817398359
372	0.929638425	0.018146766
373	0.9297496758	0.01813675144
374	0.9298686064	0.0181104752
375	0.9300024574	0.01809254632
376	0.930039615	0.01808045498
377	0.9300915301	0.01807265215
378	0.9303192415	0.01804327483
379	0.930431385	0.01803033888
380	0.9304779388	0.01801366234
381	0.9305135022	0.01800242031
382	0.9305666452	0.01798843411
383	0.9305794945	0.01797892456
384	0.9306464295	0.01796960384
385	0.9307832972	0.01795398611
386	0.9309285493	0.01794165826
387	0.9309791059	0.01792995208
388	0.9310840329	0.01791394616
389	0.9311270044	0.01789702739
390	0.9311393851	0.01788342526
391	0.9312756142	0.01786812576
392	0.9314202424	0.01785395745
393	0.9315252933	0.01783260115
394	0.9315979002	0.0178229436
395	0.9316659049	0.01781528675
396	0.9317431721	0.01780917182
397	0.931881233	0.01779552514
398	0.931909128	0.01778320634
399	0.9320167265	0.01776930391
400	0.932090951	0.01774855665
401	0.9321914895	0.01773274006
402	0.9322492878	0.01772681109
403	0.9323150272	0.01771419712
404	0.9324059288	0.01770441828
405	0.9324721067	0.0176915344
406	0.9326413113	0.01767229147
407	0.9327660657	0.01765217442
408	0.9328029143	0.01764234831
409	0.9328937152	0.01762849208
410	0.9330489733	0.01761026855
411	0.9331931519	0.01758384655
412	0.9333069075	0.01756617474
413	0.9332808976	0.01755867217
414	0.9334725012	0.01753475583
415	0.9335351352	0.01752730006
416	0.933621231	0.01751791235
417	0.9336669435	0.01749497863
418	0.9338080805	0.01747866364
419	0.9339043472	0.01746044865
420	0.9339791475	0.01745240052
421	0.9340037621	0.0174430934
422	0.9340691274	0.01742274103
423	0.9340448587	0.01740514158
424	0.9341941446	0.01738666953
425	0.934255246	0.01737228194
426	0.9343842138	0.01735665478
427	0.9344247351	0.01734521624
428	0.9345621914	0.01733039816
429	0.9346944398	0.01731563857
430	0.9348035421	0.01730269861
431	0.9348252635	0.01729724874
432	0.9349423261	0.01728570175
433	0.9350849522	0.01726091628
434	0.9351535804	0.01725441953
435	0.9352364736	0.01724498987
436	0.9353589219	0.01722190701
437	0.9354455016	0.01720670381
438	0.9355720528	0.01719341278
439	0.9356389817	0.01718302455
440	0.9357141684	0.01717477508
441	0.9357302708	0.01716266371
442	0.9357587554	0.01715703126
443	0.9358918116	0.01714703403
444	0.9359610535	0.01713667664
445	0.9360650525	0.01711741234
446	0.9361552321	0.01709757663
447	0.9362511674	0.01708776482
448	0.9363506487	0.01707629826
449	0.9364878569	0.0170599431
450	0.9365496728	0.01705198641
451	0.936608458	0.01703604679
452	0.936724433	0.01701818861
453	0.9367213353	0.0170049351
454	0.9368040493	0.01699563885
455	0.9368885457	0.01698361908
456	0.9369700555	0.01697354712
457	0.9369748672	0.0169665476
458	0.9370274276	0.01694528848
459	0.9370668438	0.01693749693
460	0.9371403311	0.0169285093
461	0.9371655494	0.01692166695
462	0.9372313799	0.01691189226
463	0.9373261464	0.01689831563
464	0.9373416188	0.01689102649
465	0.9374041558	0.01688420841
466	0.9374874855	0.01686674996
467	0.9375249329	0.01685667955
468	0.9376149767	0.01684269993
469	0.9377832803	0.01682388091
470	0.9378714597	0.0168137789
471	0.9379402066	0.01680258057
472	0.9379343686	0.01678971015
473	0.9379926206	0.01677837731
474	0.9381353487	0.01676447761
475	0.9381637095	0.01675411296
476	0.9382318229	0.01674264022
477	0.9382867133	0.01673314016
478	0.9383758884	0.01671367617
479	0.9384746603	0.01670097295
480	0.9385761553	0.0166920328
481	0.9385771883	0.01668448383
482	0.9386380737	0.01667235607
483	0.9386717287	0.01665712654
484	0.938771687	0.01664325279
485	0.9388347597	0.01663420283
486	0.9390039574	0.01661783473
487	0.9390882317	0.01660925076
488	0.9391723176	0.01658769749
489	0.9391784822	0.01657482893
490	0.9393457774	0.01655918545
491	0.9394343243	0.01654772811
492	0.939473194	0.01653972538
493	0.9395364998	0.01653285672
494	0.9395920923	0.01652143389
495	0.9396497617	0.01651181091
496	0.9397085951	0.01649002491
497	0.939796549	0.01647732507
498	0.939866379	0.01646470518
499	0.9399470731	0.0164584368
500	0.9400102583	0.01644861636
501	0.9400868565	0.01644010212
502	0.9401715433	0.01643111135
503	0.9402845195	0.01640985339
504	0.9403441339	0.01640217937
505	0.9404710527	0.01638282275
506	0.9405758369	0.01636265098
507	0.9406376935	0.01635565646
508	0.9407165026	0.01634304054
509	0.9408012077	0.0163307451
510	0.9408470116	0.0163203485
511	0.9410062741	0.01630285355
512	0.9411155007	0.01628861312
513	0.9411811364	0.01628014313
514	0.9412544984	0.01627345698
515	0.94130436	0.01626598955
516	0.9413652908	0.01625046451
517	0.9414369744	0.01623602518
518	0.9415074254	0.01622446619
519	0.9416233217	0.01621105825
520	0.9416932875	0.01620110519
521	0.9418019746	0.01618834675
522	0.941856355	0.01617244097
523	0.9419101441	0.01616384744
524	0.9419745308	0.01615262032
525	0.9420509678	0.01614496063
526	0.9420698248	0.01614138799
527	0.9421615784	0.01612917798
528	0.9421669983	0.01612167016
529	0.9422137626	0.01611526451
530	0.9422610365	0.01610859992
531	0.9423197234	0.01609938682
532	0.9423920065	0.01608495278
533	0.9424674228	0.01607749799
534	0.9425228934	0.01606942669
535	0.9425555195	0.01606343873
536	0.9426131288	0.01605150904
537	0.9426856607	0.01603261726
538	0.9428407323	0.01601413044
539	0.9429324052	0.01599972515
540	0.9429224457	0.0159899685
541	0.9430234263	0.01598090585
542	0.9430676884	0.01597393864
543	0.9430828258	0.01596598503
544	0.9431266009	0.01595028191
545	0.9431658456	0.01593732609
546	0.9431775866	0.01592581239
547	0.943244497	0.01591458015
548	0.9432891445	0.01590573674
549	0.943348428	0.01589266162
550	0.9434130133	0.01588448784
551	0.943512967	0.01587332085
552	0.943555413	0.01586475575
553	0.9435841148	0.01585711519
554	0.9436217766	0.01584424667
555	0.9436776714	0.01583565793
556	0.9437287095	0.01582556349
557	0.9438114967	0.01581419958
558	0.9438776543	0.0158052787
559	0.9439365267	0.01579548576
560	0.9439779914	0.01578941903
561	0.9440469161	0.01578114376
562	0.9441346633	0.01577086013
563	0.9441932344	0.0157613625
564	0.9442314497	0.0157466521
565	0.9443134453	0.0157346878
566	0.9444541193	0.01571845879
567	0.9445299065	0.01570601992
568	0.9446324162	0.01569557581
569	0.9446989717	0.01568050269
570	0.9447279646	0.015673614
571	0.9447643752	0.01566557849
572	0.9447799329	0.015655978
573	0.94482419	0.01564677922
574	0.9448820492	0.01563554258
575	0.9450284664	0.01562222915
576	0.9450486583	0.01561826268
577	0.9450929446	0.01561105364
578	0.9451462037	0.01560337512
579	0.9452152958	0.01559486107
580	0.9452396713	0.01558637296
581	0.9452980945	0.01557341093
582	0.9453785366	0.01556368491
583	0.9454174994	0.01555812244
584	0.9454685984	0.0155452767
585	0.9455519619	0.01553711058
586	0.9456098976	0.01552986955
587	0.9456315312	0.01552243569
588	0.9457636504	0.01550748739
589	0.9458146589	0.01549954676
590	0.945906393	0.01548805932
591	0.9459394861	0.01547413193
592	0.9460279254	0.01546289383
593	0.9461011327	0.01545251818
594	0.9461573432	0.015437841
595	0.9461814644	0.01543008138
596	0.9462860407	0.01540835147
597	0.9463592187	0.01539994963
598	0.9464010277	0.01539426699
599	0.9464450996	0.01538890929
600	0.9465059455	0.0153809239
601	0.9465938344	0.0153715179
602	0.9466640673	0.01536222777
603	0.9467563006	0.01534847208
604	0.9468141953	0.01533860452
605	0.9468679181	0.01532415059
606	0.9469498246	0.01531012534
607	0.9470379862	0.01530232558
608	0.9470607328	0.01528926399
609	0.9471222859	0.01527916944
610	0.9472273879	0.01526521368
611	0.9472515198	0.01526089557
612	0.9473072348	0.01525234339
613	0.9473547626	0.01524096938
614	0.9474441114	0.01522846033
615	0.9474766063	0.01521881276
616	0.947580296	0.0152087583
617	0.9476399715	0.01519579888
618	0.9477237186	0.01518555004
619	0.9477907896	0.01517684845
620	0.9478202655	0.01516693768
621	0.9478474181	0.01516347241
622	0.947972697	0.01514951318
623	0.9480341872	0.01514286952
624	0.9481593558	0.01512969262
625	0.9482670456	0.01511988083
626	0.9483450979	0.01511329012
627	0.9484239169	0.01509667124
628	0.9485408347	0.01507650762
629	0.9486179431	0.01506695962
630	0.9486726988	0.01505606345
631	0.9487113564	0.01505048496
632	0.9487492271	0.01503722646
633	0.9488780422	0.01502235143
634	0.9489394872	0.01501465397
635	0.9489767011	0.0150065897
636	0.9490276005	0.01499992382
637	0.949071893	0.0149936403
638	0.9491404622	0.01498474828
639	0.9492119049	0.01497564315
640	0.9492588546	0.01496733208
641	0.9493138817	0.01495451278
642	0.9494167548	0.01494560091
643	0.949443774	0.01494096716
644	0.9495219389	0.01492865123
645	0.949589459	0.01491693768
646	0.9496703839	0.01490789852
647	0.9497481176	0.01489993234
648	0.9497999142	0.01489441992
649	0.9498667299	0.01488259314
650	0.9498696694	0.01487543534
651	0.9499423625	0.01486781145
652	0.9500141068	0.01485940236
653	0.9500415713	0.01485549724
654	0.9500924775	0.01484766278
655	0.9501271082	0.01484115325
656	0.9501712956	0.01483642833
657	0.9501966237	0.01483017689
658	0.9502313028	0.01481647396
659	0.9502882459	0.01480855834
660	0.9503798066	0.01479889537
661	0.9504661286	0.01479120464
662	0.9505496264	0.01477398891
663	0.9506453736	0.01476473976
664	0.950692848	0.01475968602
665	0.9507221085	0.01474921038
666	0.9507643034	0.01474145613
667	0.9508703183	0.01472792535
668	0.9509048791	0.01472177241
669	0.9509494472	0.01471220362
670	0.9510589671	0.0146969675
671	0.9510897712	0.01468938946
672	0.9511560866	0.01468010535
673	0.951210173	0.01467541634
674	0.9512385158	0.01467020538
675	0.9512727891	0.01466543434
676	0.9513447769	0.01465760628
677	0.9513834153	0.01465073824
678	0.951518061	0.01463740551
679	0.9515686691	0.01462972214
680	0.9516267444	0.01462063613
681	0.9517357045	0.01460743263
682	0.9518180598	0.01459926839
683	0.9518855074	0.01459187695
684	0.9519822244	0.0145774841
685	0.9520378899	0.0145672029
686	0.9520954922	0.01455848298
687	0.9521301825	0.01454703758
688	0.9522222602	0.01453852359
689	0.9522413073	0.01453496551
690	0.9522918992	0.01452854416
691	0.9523752231	0.01451694133
692	0.9524489202	0.01450589253
693	0.9525152686	0.01449746551
694	0.9526071874	0.01448906802
695	0.9526522004	0.01448441868
696	0.952719003	0.0144744169
697	0.9527892862	0.01445901714
698	0.9528786454	0.01444653424
699	0.9529101876	0.01443348226
700	0.9529882739	0.01441503621
701	0.9530297142	0.01440804546
702	0.9530746573	0.01440119859
703	0.9531453998	0.01439231998
704	0.9531540506	0.01438842316
705	0.9532531365	0.01437804487
706	0.953331379	0.01436680793
707	0.9533981811	0.01435899655
708	0.953448554	0.01435122617
709	0.9535171314	0.01434165835
710	0.9535769888	0.01433554516
711	0.9536091429	0.01432478702
712	0.9536854425	0.01431581109
713	0.9537043979	0.01431146712
714	0.9537865461	0.0142972122
715	0.9538703705	0.01428585133
716	0.9539891714	0.01427404193
717	0.9540529515	0.01426521359
718	0.9540962888	0.01425643589
719	0.9541206264	0.01425216945
720	0.954198642	0.01424374688
721	0.9542821297	0.01423397169
722	0.9543330246	0.01422705655
723	0.9544088148	0.01421624521
724	0.954435245	0.01420466995
725	0.9545640572	0.01419082677
726	0.9546575738	0.01417964273
727	0.9547719075	0.01416037531
728	0.9548425639	0.014150666
729	0.9548979717	0.01414046985
730	0.9550309017	0.01412909202
731	0.9551202713	0.01411920082
732	0.9551954679	0.01410759527
733	0.9552611647	0.01409524456
734	0.9553429219	0.01408626792
735	0.9554469899	0.01407565184
736	0.9555063506	0.01406958425
737	0.95555378	0.01405915262
738	0.9555896829	0.01405453507
739	0.9556460261	0.01404721512
740	0.9556693054	0.01404183249
741	0.9556789893	0.01403443601
742	0.9557178976	0.01402352216
743	0.9558316994	0.01400300911
744	0.955932568	0.01398898444
745	0.9560020747	0.01398219815
746	0.9560562552	0.01397271195
747	0.9561277517	0.01396200074
748	0.9561872924	0.01395099192
749	0.9562212475	0.01394455733
750	0.956339447	0.01393142778
751	0.9564245731	0.01391856516
752	0.9564948221	0.01390632882
753	0.95649668	0.0139053263
754	0.9565157343	0.01389429004
755	0.956622111	0.01387949674
756	0.9567036955	0.01387042211
757	0.9567392256	0.01386236504
758	0.9567609594	0.01385974984
759	0.9568237374	0.01385263974
760	0.9568858315	0.01384591712
761	0.9569435136	0.01383593265
762	0.9570303978	0.01382644818
763	0.957083834	0.01381112942
764	0.9571215966	0.01380675013
765	0.957131557	0.01380067455
766	0.9571511554	0.01379809355
767	0.9571796677	0.01379062091
768	0.95721564	0.01377990335
769	0.957225621	0.01376670321
770	0.9573059955	0.01375902811
771	0.9573805291	0.01374764398
772	0.9574145228	0.01374008318
773	0.9574541753	0.01372976487
774	0.9575404209	0.0137178849
775	0.957605941	0.01371030846
776	0.9577128209	0.01369650107
777	0.9577999414	0.01368635329
778	0.9578707053	0.01367564171
779	0.9579019598	0.01366856731
780	0.9579221856	0.01366476599
781	0.9579683064	0.01366129589
782	0.958008844	0.0136555642
783	0.9580497326	0.01364633337
784	0.9581002674	0.01364127376
785	0.9581300036	0.0136348228
786	0.9581601191	0.01363121587
787	0.9581740181	0.01362668465
788	0.9582262003	0.01361443386
789	0.9583290643	0.0136013344
790	0.9583961916	0.01359131131
791	0.9584172406	0.01358469678
792	0.9584724896	0.01357696416
793	0.9585328478	0.01356787765
794	0.9585930613	0.01355953581
795	0.9586481658	0.0135449852
796	0.9586816389	0.01353942559
797	0.9587621599	0.01352807413
798	0.9587888711	0.0135242293
799	0.958837852	0.01351578959
800	0.9589265834	0.01350581559
801	0.9589518113	0.01350146601
802	0.9589972872	0.01349337238
803	0.9590154582	0.01349023938
804	0.9590628852	0.01348186806
805	0.959091047	0.0134744452
806	0.9591662606	0.01346508255
807	0.9591817988	0.01346239659
808	0.9591955748	0.01345362185
809	0.9592482232	0.01344784385
810	0.9593144146	0.01343897651
811	0.9593306796	0.01343255382
812	0.9593897372	0.01342611463
813	0.9594172179	0.01341917932
814	0.9595251733	0.01340667437
815	0.9595449754	0.01339959705
816	0.959578315	0.01339340476
817	0.959698649	0.01338170793
818	0.9597749492	0.01337581421
819	0.9598070075	0.01336993348
820	0.9598356509	0.01336574599
821	0.9598676817	0.01336304727
822	0.9598842122	0.01335776375
823	0.9599345161	0.01334926179
824	0.9599639599	0.01334448072
825	0.9600067456	0.01333879866
826	0.9600372564	0.01333107623
827	0.960140925	0.01331785462
828	0.9601622197	0.01330863991
829	0.9602108727	0.01330068914
830	0.9602319265	0.01329536174
831	0.9602548052	0.01329137169
832	0.9603177288	0.0132844566
833	0.9603555782	0.01327763519
834	0.9603821209	0.01326823698
835	0.9604239544	0.01325877673
836	0.9604484268	0.01325268477
837	0.9604937803	0.01324667862
838	0.9606360659	0.01322036922
839	0.9606815787	0.01321068393
840	0.9606988873	0.01320657066
841	0.9607508671	0.0131995071
842	0.9607725927	0.01319576171
843	0.9608518011	0.013187766
844	0.9609227222	0.01317841008
845	0.9609688543	0.01317122737
846	0.9610184832	0.0131655987
847	0.9610601642	0.01315635002
848	0.9611118929	0.01314900369
849	0.9611540064	0.01314113323
850	0.961158551	0.01313826153
851	0.9612420386	0.01312699484
852	0.9613116094	0.0131157775
853	0.9613471804	0.01311051288
854	0.9614007732	0.01310336552
855	0.9614238894	0.01309869671
856	0.9614449127	0.01309042567
857	0.9614953633	0.01307748853
858	0.9615768527	0.01306921504
859	0.9616112623	0.01306554086
860	0.9616586219	0.01305715531
861	0.9616946436	0.01305014397
862	0.9617581565	0.01303941601
863	0.9618012953	0.01303315116
864	0.9618416901	0.01302722422
865	0.9619362866	0.01301670801
866	0.9619499222	0.01301252922
867	0.9620322716	0.0130047276
868	0.9621130664	0.01299397935
869	0.9621955162	0.01298471676
870	0.9622157694	0.01298267973
871	0.9622545842	0.01297221893
872	0.9622923008	0.01296836403
873	0.9623799454	0.0129546518
874	0.9624227932	0.01294725156
875	0.9624579382	0.0129427742
876	0.9625057947	0.01293489024
877	0.9626484271	0.01291820906
878	0.9626858338	0.01291504188
