iter	PRAUC	Logloss
879	0.9627077728	0.01290983544
880	0.9627955694	0.01289828908
881	0.9627903989	0.01289382071
882	0.9628742906	0.01288211768
883	0.9629076871	0.01287698582
884	0.9629756997	0.01286926211
885	0.9630137552	0.01286511968
886	0.9631010871	0.01285420144
887	0.9631478154	0.01284573201
888	0.9631913192	0.01284040078
889	0.9632896084	0.01282601081
890	0.9633078734	0.0128187358
891	0.9633341988	0.01281264445
892	0.9633844958	0.01279960141
893	0.9634165784	0.01279124077
894	0.9634983277	0.01277819225
895	0.9635385079	0.01277162365
896	0.9635690117	0.0127644161
897	0.9635828478	0.01276040604
898	0.963619713	0.01275218087
899	0.9636935214	0.01274204253
900	0.9637572688	0.01273385051
901	0.9637830587	0.01272954593
902	0.9638315668	0.01272294997
903	0.9638647813	0.01271372364
904	0.963912257	0.01270527674
905	0.9639579753	0.01270020134
906	0.963981597	0.01269344971
907	0.9640330499	0.01268482059
908	0.96405625	0.01268130829
909	0.9640977308	0.01267622622
910	0.9641709554	0.0126588951
911	0.9641965857	0.01264998438
912	0.9642666753	0.01264071385
913	0.9643069691	0.01263378404
914	0.9643321066	0.01262829616
915	0.9643975448	0.01261950715
916	0.9644470768	0.01261316671
917	0.9644659353	0.0126088863
918	0.9645140023	0.01260334657
919	0.9645454697	0.01259807912
920	0.9645814445	0.01259390603
921	0.9646085884	0.01258630176
922	0.9646320663	0.0125829191
923	0.9646526862	0.012576704
924	0.9646696776	0.01257338127
925	0.9647470786	0.01256412494
926	0.9647754493	0.01255516925
927	0.9648234977	0.01254524048
928	0.9648606322	0.01253432315
929	0.9649556104	0.01252177092
930	0.9650161811	0.0125171717
931	0.9650718779	0.01250930375
932	0.9651303776	0.01250180021
933	0.9651658852	0.01249468087
934	0.9652282066	0.01248387245
935	0.9652937475	0.01247720341
936	0.9653120652	0.0124700555
937	0.9653866047	0.01246192159
938	0.9654322227	0.01245561901
939	0.9654418749	0.0124507349
940	0.9654968194	0.01244286482
941	0.9655506015	0.01243530474
942	0.9655688183	0.01243117059
943	0.9656313874	0.01242408026
944	0.9656744099	0.01241735529
945	0.9657189887	0.01241194828
946	0.9657418096	0.01240515794
947	0.9657832784	0.01239718699
948	0.965807754	0.01239193644
949	0.9658694858	0.01238180244
950	0.9659078608	0.01236995764
951	0.9659265558	0.01236362424
952	0.9659731526	0.01235709676
953	0.9659915568	0.01235358072
954	0.9659990492	0.01234846822
955	0.9660227082	0.0123423601
956	0.9660853345	0.01233341155
957	0.9661255965	0.01232704931
958	0.9661992715	0.01231910927
959	0.9662106007	0.01231240954
960	0.9662610247	0.01230685901
961	0.9663279253	0.01229971669
962	0.9663710337	0.01229412973
963	0.9664169264	0.01228569037
964	0.9664249605	0.01228294402
965	0.9664416077	0.01227952135
966	0.9664490322	0.01227373291
967	0.9664998779	0.01226587439
968	0.9665077862	0.0122596593
969	0.9665595551	0.01225220388
970	0.9665929883	0.01224555926
971	0.9666189728	0.01223871964
972	0.966654264	0.01223194146
973	0.9666835862	0.01222713741
974	0.9667069635	0.01222229222
975	0.9667297275	0.01221731803
976	0.9667900963	0.01221147298
977	0.9668486991	0.01220174644
978	0.9668712463	0.01219633572
979	0.9669306289	0.01218862209
980	0.966985083	0.01217718989
981	0.9670617783	0.01216854044
982	0.9671770991	0.01215476986
983	0.9672143048	0.0121404601
984	0.9672447568	0.01213506214
985	0.967317876	0.01212872365
986	0.9673843769	0.01212263053
987	0.9674210494	0.01211660853
988	0.9675252187	0.01209957235
989	0.9675770186	0.01209260426
990	0.9675868668	0.01208756636
991	0.9676084186	0.01208215011
992	0.9676422899	0.01207311545
993	0.9676556911	0.01206761309
994	0.9676704509	0.01206039568
995	0.9676996505	0.01205451627
996	0.9677580931	0.01204487472
997	0.9677770361	0.01203682935
998	0.9678251038	0.01203115889
999	0.9678829197	0.01202275961
